quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
REMEMBER YOUR GREATNES,0,0,0,0,joy,True,happy
"I define vulnerability as uncertainty, risk and emotional exposure. With that definition in mind, let’s think about love. Waking up every day and loving someone who may or may not love us back, whose safety we can’t ensure, who may stay in our lives or may leave without a moment’s notice, who may be loyal to the day they die or betray us tomorrow—that’s vulnerability.",4,5,1,3,sadness,True,sad
"Don't get set into one form, adapt it and build your own, and let it grow, be like water.",1,0,0,0,joy,False,happy
When was the last time you woke up and realized that today could be the best day of your life?,0,0,0,0,joy,True,happy
Blindness separates people from things,0,1,0,0,sadness,False,sad
"Accidents happen. Our bones shatter, our skin splits, our hearts break. We burn, we drown, we stay alive.",1,2,1,2,sadness,True,sad
And the only way to do great work is to love what you do.... Don't settle,1,0,0,0,joy,False,happy
"The world takes us to a silver screen on which flickering images of passion and romance play, and as we watch, the world says, “This is love.” God takes us to the foot of a tree on which a naked and bloodied man hangs and says, “This is love.",5,1,1,2,joy,False,happy
"The dictionary is the only place that success comes before work. work is the key to success, and hard work can help you accomplish anything.",3,0,0,0,joy,False,happy
Love me or hate me I promise that it will never make or break me...<3,2,1,1,1,joy,True,happy
"So, have we solved the secret of happiness",1,0,0,0,joy,False,happy
"It is when we think we can act like God, that all respect is lost, and I think this is the downfall of peace. We lie if we say we do not see color and culture and difference. We fool ourselves and cheat ourselves when we say that all of us are the same. We should not want to be the same as others and we should not want others to be the same as us. Rather, we ought to glory and shine in all of our differences, flaunting them fabulously for all to see! It is never a conformity that we need! We need not to conform! What we need is to burst out into all these beautiful colors!",5,3,2,0,joy,False,happy
Faith is deliberate confidence in the character of God whose ways you may not understand at the time.,3,0,0,0,joy,False,happy
The summit of happiness is reached when a person is ready to be what he is.,1,0,0,0,joy,False,happy
"A child fish asks mother fish, 'Mother, why cannot we live on the Earth?' Mother fish replied, 'Dear… it is not the place for fish, it is the place for selfish",3,2,1,0,joy,False,happy
Always be like a water. Float in the times of pain or dance like waves along the wind which touches its surface.,1,1,0,0,joy,False,happy
"Caminante, no hay puentes, se hace puentes al andar",0,0,0,0,joy,True,happy
You only get one life. Live it to the fullest. All your miseries will be forgiven when you will be dead.,0,0,0,0,joy,True,happy
He who conquers himself is the mightiest warrior.,0,0,1,0,anger,False,angry
"There is no point in keeping vengeance or stubbornness. These things"" -he sighed- ""these things I so regret in my life. Pride. Vanity. Why do we do the things we do",1,1,1,0,joy,True,happy
"Some days are like this. And the only way to get through them is to remember that they are only one day, and that every day ends.",0,0,0,0,joy,True,happy
To be human is to be broken and broken is its own kind of beautiful.,2,2,2,0,joy,True,happy
"Beware of speaking too much, for it increases mistakes and engenders boredom.",0,1,0,0,sadness,False,sad
Hearts can't be broken because they're made of marzipan.,0,1,1,0,sadness,False,sad
"It’s never the value of water but thirst, it’s never the value of life but death and it’s never about the friendship but trust.",1,2,1,2,sadness,True,sad
"Travel light, live light, spread the light, be the light.",0,0,0,0,joy,True,happy
?? ??? ????? ????? ?????? !,0,0,0,0,joy,True,happy
"Most people think happiness is about gaining something, but it's not. It's all about getting rid of the darkness you accumulate.",1,1,1,0,joy,True,happy
"We are not helpless...Many times in our lives we’ve been powerless, but not this night. Right now we have the power to choose the manner in which we die. If you have been a master of nothing else in all your days, you are now a master of this moment. And I for one am going to give such an answer to this insult that others will dearly regret not being by my side to see it!",0,5,2,1,sadness,False,sad
We have all forgotten what we really are. All that we call common sense and rationality and practicality and positivism only means that for certain dead levels of our life we forget that we have forgotten. All that we call spirit and art and ecstasy only means that for one awful instant we remember that we forget.,2,4,1,1,sadness,False,sad
The same wind that uproots tree,1,0,1,1,joy,True,happy
Sanctify yourself and you will sanctify society.,2,2,0,2,joy,True,happy
There's no reason to have a plan B because it distracts from plan A.,0,0,0,0,joy,True,happy
"The night before brain surgery, I thought about death. I searched out my larger values, and I asked myself, if I was going to die, did I want to do it fighting and clawing or in peaceful surrender? What sort of character did I hope to show? Was I content with myself and what I had done with my life so far? I decided that I was essentially a good person, although I could have been better--but at the same time I understood that the cancer didn't care",4,5,3,5,sadness,True,sad
The most important thing is this: to be able at any moment to be free to choose a life that makes you happy.,1,0,0,0,joy,False,happy
"If you can't do great things, do small things in a great way.",0,0,0,0,joy,True,happy
"That's a misconception, Lennie. The sky is everywhere, it begins at your feet.",0,0,1,0,anger,False,angry
"You are not here merely to make a living. You are here in order to enable the world to live more amply, with greater vision, with a finer spirit of hope and achievement. You are here to enrich the world, and you impoverish yourself if you forget the errand.",2,0,0,1,joy,False,happy
"A man can't soar too high, when he flies with his own wings.",0,0,0,0,joy,True,happy
"If we tend to the things that are important in life, if we are right with those we love, and behave in line with our faith, our lives will not be cursed with the aching throb of unfulfilled business. Our words will always be sincere, our embraces will be tight. We will never wallow in the agony of ‘I could have, I should have’. We can sleep in a storm. And when its time, our goodbyes will be complete.",2,6,5,1,sadness,True,sad
"It doesn't matter who you are, or where you come from, or how much money you've got in your pocket. You have your own destiny and your own life ahead of you.",1,0,1,1,joy,True,happy
To read is to empower,0,0,0,0,joy,True,happy
Your need for acceptance can make you invisible in this world. Don't let anything stand in the way of the light that shines through this form. Risk being seen in all of your glory.,1,0,0,0,joy,False,happy
